pago_id,monto,fecha,uid
72,5000,2021-08-10,22
73,5000,2021-08-11,22
74,5000,2021-08-12,22
75,5000,2020-10-31,145
76,5000,2020-11-30,145
77,5000,2020-12-30,145
78,5000,2021-01-30,145
79,5000,2021-02-28,145
80,5000,2021-03-28,145
81,5000,2021-04-28,145
82,5000,2021-05-28,145
83,5000,2021-06-28,145
84,5000,2021-07-28,145
85,5000,2021-08-28,145
86,5000,2021-09-28,145
87,5000,2021-10-28,145
88,5000,2021-11-28,145
89,5000,2021-12-28,145
90,5000,2020-09-08,145
91,5000,2020-09-09,145
92,5000,2020-09-10,145
93,5000,2020-09-11,145
94,5000,2020-09-12,145
95,5000,2021-09-01,145
96,5000,2021-09-02,145
97,5000,2021-09-03,145
98,5000,2021-09-04,145
99,5000,2021-09-05,145
100,5000,2021-09-06,145
101,5000,2021-09-07,145
102,5000,2021-09-08,145
103,5000,2021-09-09,145
104,5000,2021-09-10,145
105,5000,2021-09-11,145
106,5000,2021-09-12,145
107,8000,2020-05-15,104
108,8000,2020-06-15,104
109,8000,2020-07-15,104
110,8000,2020-08-15,104
111,8000,2020-09-15,104
112,8000,2020-10-15,104
113,8000,2020-11-15,104
114,8000,2020-12-15,104
115,8000,2021-01-15,104
116,8000,2021-02-15,104
117,8000,2021-03-15,104
118,8000,2021-04-15,104
119,8000,2021-05-15,104
120,8000,2021-06-15,104
121,8000,2021-07-15,104
122,8000,2021-08-15,104
123,8000,2021-09-15,104
124,8000,2021-10-15,104
125,8000,2021-11-15,104
126,8000,2021-12-15,104
127,6500,2020-05-10,104
128,6500,2020-05-11,104
129,6500,2020-05-12,104
130,6500,2021-05-01,104
131,6500,2021-05-02,104
132,6500,2021-05-03,104
133,6500,2021-05-04,104
134,6500,2021-05-05,104
135,6500,2021-05-06,104
136,6500,2021-05-07,104
137,6500,2021-05-08,104
138,6500,2021-05-09,104
139,6500,2021-05-10,104
140,6500,2021-05-11,104
141,6500,2021-05-12,104
142,5000,2021-03-24,104
143,5000,2021-04-24,104
144,5000,2021-05-24,104
145,5000,2021-06-24,104
146,5000,2021-07-24,104
147,5000,2021-08-24,104
148,5000,2021-09-24,104
149,5000,2021-10-24,104
150,5000,2021-11-24,104
151,5000,2021-12-24,104
152,6500,2021-09-14,115
153,6500,2021-10-14,115
154,6500,2021-11-14,115
155,6500,2021-12-14,115
156,3000,2021-04-26,115
157,3000,2021-05-26,115
158,3000,2021-06-26,115
159,3000,2021-07-26,115
160,3000,2021-08-26,115
161,3000,2021-09-26,115
162,3000,2021-10-26,115
163,3000,2021-11-26,115
164,3000,2021-12-26,115
165,6500,2021-04-19,115
166,6500,2021-05-19,115
167,6500,2021-06-19,115
168,4000,2021-04-16,122
169,4000,2021-05-16,122
170,4000,2021-06-16,122
171,4000,2021-07-16,122
172,4000,2021-08-16,122
173,4000,2021-09-16,122
174,4000,2021-10-16,122
175,4000,2021-11-16,122
176,4000,2021-12-16,122
177,5000,2020-09-12,122
178,5000,2021-09-01,122
179,5000,2021-09-02,122
180,5000,2021-09-03,122
181,5000,2021-09-04,122
182,5000,2021-09-05,122
183,5000,2021-09-06,122
184,5000,2021-09-07,122
185,5000,2021-09-08,122
186,5000,2021-09-09,122
187,5000,2021-09-10,122
188,5000,2021-09-11,122
189,5000,2021-09-12,122
190,3000,2020-11-09,122
191,3000,2020-11-10,122
192,3000,2020-11-11,122
193,3000,2020-11-12,122
194,3000,2021-11-01,122
195,3000,2021-11-02,122
196,3000,2021-11-03,122
197,3000,2021-11-04,122
198,3000,2021-11-05,122
199,3000,2021-11-06,122
200,3000,2021-11-07,122
201,3000,2021-11-08,122
202,5500,2020-07-21,122
203,5500,2020-08-21,122
204,5500,2020-09-21,122
205,5500,2020-10-21,122
206,5500,2020-11-21,122
207,5500,2020-12-21,122
208,5500,2021-01-21,122
209,5500,2021-02-21,122
210,5500,2021-03-21,122
211,5500,2021-04-21,122
212,5500,2021-05-21,122
213,5500,2021-06-21,122
214,5500,2021-07-21,122
215,5500,2021-08-21,122
216,5500,2021-09-21,122
217,5500,2021-10-21,122
218,5500,2021-11-21,122
219,5500,2021-12-21,122
220,3500,2020-11-06,9
221,3500,2020-11-07,9
222,3500,2020-11-08,9
223,3500,2020-11-09,9
224,3500,2020-11-10,9
225,3500,2020-11-11,9
226,3500,2020-11-12,9
227,7000,2020-11-09,9
228,7000,2020-11-10,9
229,7000,2020-11-11,9
230,7000,2020-11-12,9
231,7000,2021-11-01,9
232,7000,2021-11-02,9
233,7000,2021-11-03,9
234,7000,2021-11-04,9
235,7000,2021-11-05,9
236,7000,2021-11-06,9
237,7000,2021-11-07,9
238,7000,2021-11-08,9
239,7000,2021-11-09,9
240,7000,2021-11-10,9
241,7000,2021-11-11,9
242,7000,2021-11-12,9
243,6500,2021-05-14,9
244,6500,2021-06-14,9
245,6500,2021-07-14,9
246,6500,2021-08-14,9
247,6500,2021-09-14,9
248,6500,2021-10-14,9
249,6500,2021-11-14,9
250,6500,2021-12-14,9
251,6500,2021-02-16,109
252,6500,2021-03-16,109
253,6500,2021-04-16,109
254,6500,2021-05-16,109
255,6500,2021-06-16,109
256,6500,2021-07-16,109
257,6500,2021-08-16,109
258,6500,2021-09-16,109
259,6500,2021-10-16,109
260,6500,2021-11-16,109
261,6500,2021-12-16,109
262,9500,2020-09-29,109
263,9500,2020-10-29,109
264,9500,2020-11-29,109
265,9500,2020-12-29,109
266,9500,2021-01-29,109
267,9500,2021-02-28,109
268,9500,2021-03-28,109
269,9500,2021-04-28,109
270,9500,2021-05-28,109
271,9500,2021-06-28,109
272,7000,2021-02-02,97
273,7000,2021-02-03,97
274,7000,2021-02-04,97
275,7000,2021-02-05,97
276,7000,2021-02-06,97
277,7000,2021-02-07,97
278,7000,2021-02-08,97
279,7000,2021-02-09,97
280,7000,2021-02-10,97
281,7000,2021-02-11,97
282,7000,2021-02-12,97
283,5500,2021-04-12,97
284,7500,2020-12-20,97
285,7500,2021-01-20,97
286,7500,2021-02-20,97
287,7500,2021-03-20,97
288,7500,2021-04-20,97
289,7500,2021-05-20,97
290,7500,2021-06-20,97
291,7500,2021-07-20,97
292,7500,2021-08-20,97
293,7500,2021-09-20,97
294,7500,2021-10-20,97
295,7500,2021-11-20,97
296,7500,2021-12-20,97
297,9500,2020-04-05,97
298,9500,2020-04-06,97
299,9500,2020-04-07,97
300,9500,2020-04-08,97
301,9500,2020-04-09,97
302,9500,2020-04-10,97
303,9500,2020-04-11,97
304,9500,2020-04-12,97
305,9500,2021-04-01,97
306,9500,2021-04-02,97
307,9500,2021-04-03,97
308,9500,2021-04-04,97
309,9500,2021-04-05,97
310,9500,2021-04-06,97
311,9500,2021-04-07,97
312,9500,2021-04-08,97
313,9500,2021-04-09,97
314,9500,2021-04-10,97
315,9500,2021-04-11,97
316,9500,2021-04-12,97
317,6500,2021-02-24,97
318,6500,2021-03-24,97
319,6500,2021-04-24,97
320,6500,2021-05-24,97
321,6500,2021-06-24,97
322,6500,2021-07-24,97
323,6500,2021-08-24,97
324,6500,2021-09-24,97
325,6500,2021-10-24,97
326,6500,2021-11-24,97
327,6500,2021-12-24,97
328,8000,2020-11-27,108
329,8000,2020-12-27,108
330,8000,2021-01-27,108
331,8000,2021-02-27,108
332,8000,2021-03-27,108
333,8000,2021-04-27,108
334,8000,2021-05-27,108
335,8000,2021-06-27,108
336,8000,2021-07-27,108
337,8000,2021-08-27,108
338,8000,2021-09-27,108
339,8000,2021-10-27,108
340,8000,2021-11-27,108
341,8000,2021-12-27,108
342,5000,2021-10-11,108
343,5000,2021-10-12,108
344,6500,2021-07-23,116
345,6500,2021-08-23,116
346,6500,2021-09-23,116
347,6500,2021-10-23,116
348,6500,2021-11-23,116
349,6500,2021-12-23,116
350,9500,2021-01-04,116
351,9500,2021-01-05,116
352,9500,2021-01-06,116
353,9500,2021-01-07,116
354,9500,2021-01-08,116
355,9500,2021-01-09,116
356,9500,2021-01-10,116
357,9500,2021-01-11,116
358,9500,2021-01-12,116
359,8000,2021-10-31,116
360,8000,2021-11-30,116
361,8000,2021-12-30,116
362,5500,2020-11-28,116
363,5500,2020-12-28,116
364,5500,2021-01-28,116
365,5500,2021-02-28,116
366,5500,2021-03-28,116
367,5500,2021-04-28,116
368,5500,2021-05-28,116
369,5500,2021-06-28,116
370,5500,2021-07-28,116
371,5500,2021-08-28,116
372,5500,2021-09-28,116
373,5500,2021-10-28,116
374,9500,2021-03-10,116
375,9500,2021-03-11,116
376,9500,2021-03-12,116
377,5500,2021-04-25,107
378,5500,2021-05-25,107
379,5500,2021-06-25,107
380,5500,2021-07-25,107
381,5500,2021-08-25,107
382,4000,2020-10-06,107
383,4000,2020-10-07,107
384,4000,2020-10-08,107
385,4000,2020-10-09,107
386,4000,2020-10-10,107
387,4000,2020-10-11,107
388,4000,2020-10-12,107
389,4000,2021-10-01,107
390,4000,2021-10-02,107
391,4000,2021-10-03,107
392,4000,2021-10-04,107
393,4000,2021-10-05,107
394,4000,2021-10-06,107
395,4000,2021-10-07,107
396,4000,2021-10-08,107
397,4000,2021-10-09,107
398,4000,2021-10-10,107
399,4000,2021-10-11,107
400,4000,2021-10-12,107
401,5000,2020-05-10,107
402,5000,2020-05-11,107
403,5000,2020-05-12,107
404,5000,2021-05-01,107
405,5000,2021-05-02,107
406,5000,2021-05-03,107
407,5000,2021-05-04,107
408,5000,2021-05-05,107
409,5000,2021-05-06,107
410,5000,2021-05-07,107
411,5000,2021-05-08,107
412,5000,2021-05-09,107
413,5000,2021-05-10,107
414,5000,2021-05-11,107
415,5000,2021-05-12,107
416,5500,2021-10-02,107
417,5500,2021-10-03,107
418,5500,2021-10-04,107
419,5500,2021-10-05,107
420,5500,2021-10-06,107
421,5500,2021-10-07,107
422,5500,2021-10-08,107
423,5500,2021-10-09,107
424,5500,2021-10-10,107
425,5500,2021-10-11,107
426,5500,2021-10-12,107
427,6500,2021-04-07,107
428,6500,2021-04-08,107
429,6500,2021-04-09,107
430,6500,2021-04-10,107
431,6500,2021-04-11,107
432,9500,2021-09-23,107
433,9500,2021-10-23,107
434,6500,2021-12-16,107
435,6500,2021-02-02,101
436,6500,2021-02-03,101
437,6500,2021-02-04,101
438,6500,2021-02-05,101
439,6500,2021-02-06,101
440,6500,2021-02-07,101
441,6500,2021-02-08,101
442,6500,2021-02-09,101
443,6500,2021-02-10,101
444,6500,2021-02-11,101
445,6500,2021-02-12,101
446,4000,2021-01-24,146
447,4000,2021-02-24,146
448,4000,2021-03-24,146
449,4000,2021-04-24,146
450,4000,2021-05-24,146
451,4000,2021-06-24,146
452,4000,2021-07-24,146
453,4000,2021-08-24,146
454,4000,2021-09-24,146
455,4000,2021-10-24,146
456,4000,2021-11-24,146
457,4000,2021-12-24,146
458,9500,2020-08-16,146
459,9500,2020-09-16,146
460,9500,2020-10-16,146
461,9500,2020-11-16,146
462,9500,2020-12-16,146
463,9500,2021-01-16,146
464,9500,2021-02-16,146
465,9500,2021-03-16,146
466,9500,2021-04-16,146
467,9500,2021-05-16,146
468,9500,2021-06-16,146
469,9500,2021-07-16,146
470,9500,2021-08-16,146
471,9500,2021-09-16,146
472,9500,2021-10-16,146
473,9500,2021-11-16,146
474,9500,2021-12-16,146
475,5000,2020-10-31,146
476,5000,2020-11-30,146
477,5000,2020-12-30,146
478,5000,2021-01-30,146
479,5000,2021-02-28,146
480,5000,2021-03-28,146
481,5000,2021-04-28,146
482,5000,2021-05-28,146
483,5000,2021-06-28,146
484,5000,2021-07-28,146
485,5000,2021-08-28,146
486,5000,2021-09-28,146
487,9500,2020-10-28,146
488,9500,2020-11-28,146
489,9500,2020-12-28,146
490,9500,2021-01-28,146
491,9500,2021-02-28,146
492,9500,2021-03-28,146
493,9500,2021-04-28,146
494,9500,2021-05-28,146
495,9500,2021-06-28,146
496,9500,2021-07-28,146
497,9500,2021-08-28,146
498,9500,2021-09-28,146
499,9500,2021-10-28,146
500,9500,2021-11-28,146
501,9500,2021-12-28,146
502,5500,2020-06-23,146
503,5500,2020-07-23,146
504,5500,2020-08-23,146
505,5500,2020-09-23,146
506,5500,2020-10-23,146
507,5500,2020-11-23,146
508,5500,2020-12-23,146
509,5500,2021-01-23,146
510,5500,2021-02-23,146
511,5500,2021-03-23,146
512,5500,2021-04-23,146
513,5500,2021-05-23,146
514,5500,2021-06-23,146
515,5500,2021-07-23,146
516,7000,2020-03-05,127
517,7000,2020-03-06,127
518,7000,2020-03-07,127
519,7000,2020-03-08,127
520,7000,2020-03-09,127
521,7000,2020-03-10,127
522,7000,2020-03-11,127
523,7000,2020-03-12,127
524,7000,2021-03-01,127
525,7000,2021-03-02,127
526,7000,2021-03-03,127
527,7000,2021-03-04,127
528,7000,2021-03-05,127
529,7000,2021-03-06,127
530,7000,2021-03-07,127
531,7000,2021-03-08,127
532,7000,2021-03-09,127
533,7000,2021-03-10,127
534,7000,2021-03-11,127
535,7000,2021-03-12,127
536,5000,2020-10-06,127
537,5000,2020-10-07,127
538,5500,2021-02-21,99
539,5500,2021-03-21,99
540,5500,2021-04-21,99
541,5500,2021-05-21,99
542,5500,2021-06-21,99
543,5500,2021-07-21,99
544,5500,2021-08-21,99
545,5500,2021-09-21,99
546,5500,2021-10-21,99
547,5500,2021-11-21,99
548,5500,2021-12-21,99
549,5000,2020-05-25,99
550,5000,2020-06-25,99
551,5000,2020-07-25,99
552,5000,2020-08-25,99
553,5000,2020-09-25,99
554,5000,2020-10-25,99
555,5000,2020-11-25,99
556,5000,2020-12-25,99
557,5000,2021-01-25,99
558,5000,2021-02-25,99
559,5000,2021-03-25,99
560,5000,2021-04-25,99
561,5000,2021-05-25,99
562,5000,2021-06-25,99
563,5000,2021-07-25,99
564,5000,2021-08-25,99
565,5000,2021-09-25,99
566,5000,2021-10-25,99
567,5000,2021-11-25,99
568,5000,2021-12-25,99
569,5000,2021-12-19,99
570,5000,2021-05-21,99
571,5000,2021-06-21,99
572,5000,2021-07-21,99
573,9500,2021-11-09,99
574,9500,2021-11-10,99
575,9500,2021-11-11,99
576,9500,2021-11-12,99
577,6500,2020-11-30,99
578,6500,2020-12-30,99
579,6500,2021-01-30,99
580,6500,2021-02-28,99
581,6500,2021-03-28,99
582,6500,2021-04-28,99
583,6500,2021-05-28,99
584,6500,2021-06-28,99
585,6500,2021-07-28,99
586,6500,2021-08-28,99
587,6500,2021-09-28,99
588,6500,2021-10-28,99
589,6500,2021-03-04,99
590,5000,2020-09-07,125
591,5000,2020-09-08,125
592,5000,2020-09-09,125
593,5000,2020-09-10,125
594,5000,2020-09-11,125
595,5000,2020-09-12,125
596,5000,2021-09-01,125
597,5000,2021-09-02,125
598,5000,2021-09-03,125
599,5000,2021-09-04,125
600,5000,2021-09-05,125
601,5000,2021-09-06,125
602,5000,2021-09-07,125
603,5000,2021-09-08,125
604,5000,2021-09-09,125
605,5000,2021-09-10,125
606,5000,2021-09-11,125
607,5000,2021-09-12,125
608,5500,2020-05-25,125
609,5500,2020-06-25,125
610,5500,2020-07-25,125
611,5500,2020-08-25,125
612,5500,2020-09-25,125
613,5500,2020-10-25,125
614,5500,2020-11-25,125
615,5500,2020-12-25,125
616,5500,2021-01-25,125
617,4500,2021-06-12,125
618,6500,2021-02-19,125
619,6500,2021-03-19,125
620,6500,2021-04-19,125
621,6500,2021-05-19,125
622,6500,2021-06-19,125
623,6500,2021-07-19,125
624,6500,2021-08-19,125
625,6500,2021-09-19,125
626,6500,2021-10-19,125
627,6500,2021-11-19,125
628,6500,2021-12-19,125
629,7000,2021-07-18,125
630,7000,2021-08-18,125
631,7000,2021-09-18,125
632,7000,2021-10-18,125
633,7000,2021-11-18,125
634,7000,2021-12-18,125
635,5000,2021-06-27,125
636,5000,2021-07-27,125
637,5000,2021-08-27,125
638,5000,2021-09-27,125
639,5000,2021-10-27,125
640,5000,2021-11-27,125
641,5000,2021-12-27,125
642,6500,2021-08-15,125
643,6500,2021-09-15,125
644,6500,2021-10-15,125
645,6500,2021-11-15,125
646,6500,2021-12-15,125
647,4000,2020-11-24,125
648,4000,2020-12-24,125
649,4000,2021-01-24,125
650,4000,2021-02-24,125
651,4000,2021-03-24,125
652,4000,2021-04-24,125
653,4000,2021-05-24,125
654,4000,2021-06-24,125
655,4000,2021-07-24,125
656,4000,2021-08-24,125
657,4000,2021-09-24,125
658,4000,2021-10-24,125
659,4000,2021-11-24,125
660,5000,2020-09-30,125
661,5000,2020-10-30,125
662,5000,2020-11-30,125
663,5000,2020-12-30,125
664,5000,2021-01-30,125
665,5000,2021-02-28,125
666,5000,2021-03-28,125
667,5000,2021-04-28,125
668,5000,2021-05-28,125
669,5000,2021-06-28,125
670,5000,2021-07-28,125
671,5000,2021-08-28,125
672,6500,2020-10-15,77
673,6500,2020-11-15,77
674,6500,2020-12-15,77
675,6500,2021-01-15,77
676,6500,2021-02-15,77
677,6500,2021-03-15,77
678,6500,2021-04-15,77
679,6500,2021-05-15,77
680,6500,2021-06-15,77
681,6500,2021-07-15,77
682,6500,2021-08-15,77
683,6500,2021-09-15,77
684,6500,2021-10-15,77
685,6500,2021-11-15,77
686,6500,2021-12-15,77
687,8000,2021-03-10,77
688,8000,2021-03-11,77
689,8000,2021-03-12,77
690,6500,2021-08-31,77
691,6500,2021-09-30,77
692,6500,2021-10-30,77
693,6500,2021-11-30,77
694,6500,2021-12-30,77
695,5000,2021-02-07,77
696,5000,2021-02-08,77
697,5000,2021-02-09,77
698,5000,2021-02-10,77
699,5000,2021-02-11,77
700,5000,2021-02-12,77
701,5500,2021-10-01,89
702,5500,2021-10-02,89
703,5500,2021-10-03,89
704,5500,2021-10-04,89
705,5500,2021-10-05,89
706,5500,2021-10-06,89
707,5500,2021-10-07,89
708,5500,2021-10-08,89
709,5500,2021-10-09,89
710,5500,2021-10-10,89
711,5500,2021-10-11,89
712,5500,2021-10-12,89
713,6500,2020-07-17,89
714,6500,2020-08-17,89
715,6500,2020-09-17,89
716,6500,2020-10-17,89
717,8000,2021-03-11,89
718,8000,2021-03-12,89
719,5000,2021-09-26,89
720,5000,2021-10-26,89
721,5000,2021-11-26,89
722,5000,2021-12-26,89
723,5000,2021-10-21,89
724,5000,2021-11-21,89
725,5000,2021-12-21,89
726,5000,2020-09-18,89
727,5000,2020-10-18,89
728,5000,2020-11-18,89
729,5000,2020-12-18,89
730,5000,2021-01-18,89
731,5000,2021-02-18,89
732,5000,2021-03-18,89
733,5000,2021-04-18,89
734,5000,2021-05-18,89
735,5000,2021-06-18,89
736,5000,2021-07-18,89
737,5000,2021-08-18,89
738,5000,2021-09-18,89
739,5000,2021-10-18,89
740,5000,2021-11-18,89
741,5000,2021-12-18,89
742,6500,2021-12-14,89
743,5000,2020-09-24,96
744,5000,2020-10-24,96
745,5000,2020-11-24,96
746,5000,2020-12-24,96
747,5000,2021-01-24,96
748,5000,2021-02-24,96
749,5000,2021-03-24,96
750,5000,2021-04-24,96
751,5000,2021-05-24,96
752,5000,2021-06-24,96
753,5000,2021-07-24,96
754,5000,2021-08-24,96
755,5000,2021-09-24,96
756,5000,2021-10-24,96
757,5000,2021-11-24,96
758,5000,2021-12-24,96
759,7500,2021-11-05,96
760,7500,2021-11-06,96
761,7500,2021-11-07,96
762,5500,2020-05-24,96
763,5500,2020-06-24,96
764,5500,2020-07-24,96
765,5500,2020-08-24,96
766,5500,2020-09-24,96
767,5500,2020-10-24,96
768,5500,2020-11-24,96
769,5500,2020-12-24,96
770,5500,2021-01-24,96
771,5500,2021-02-24,96
772,5500,2021-03-24,96
773,5500,2021-04-24,96
774,5500,2021-05-24,96
775,5500,2021-06-24,96
776,5500,2021-07-24,96
777,5500,2021-08-24,96
778,5500,2021-09-24,96
779,5500,2021-10-24,96
780,5500,2021-11-24,96
781,5500,2021-12-24,96
782,5000,2020-01-09,96
783,5000,2020-01-10,96
784,5000,2020-01-11,96
785,5000,2020-01-12,96
786,5000,2021-01-01,96
787,5000,2021-01-02,96
788,5000,2021-01-03,96
789,5000,2021-01-04,96
790,5000,2021-01-05,96
791,5000,2021-01-06,96
792,5000,2021-01-07,96
793,5000,2021-01-08,96
794,5000,2021-01-09,96
795,5000,2021-01-10,96
796,5000,2021-01-11,96
797,5000,2021-01-12,96
798,5000,2021-09-05,137
799,5000,2021-09-06,137
800,5000,2021-09-07,137
801,5000,2021-09-08,137
802,5000,2021-09-09,137
803,5000,2021-09-10,137
804,5000,2021-09-11,137
805,5000,2021-09-12,137
806,7000,2021-03-21,40
807,7000,2021-04-21,40
808,7000,2021-05-21,40
809,7000,2021-06-21,40
810,7000,2021-07-21,40
811,7000,2021-08-21,40
812,7000,2021-09-21,40
813,7000,2021-10-21,40
814,7000,2021-11-21,40
815,7000,2021-12-21,40
816,6500,2021-06-21,40
817,6500,2021-07-21,40
818,6500,2021-08-21,40
819,6500,2021-09-21,40
820,6500,2021-10-21,40
821,6500,2021-11-21,40
822,6500,2021-12-21,40
823,5500,2020-09-23,40
824,5500,2020-10-23,40
825,5500,2020-11-23,40
826,5500,2020-12-23,40
827,5500,2021-01-23,40
828,5500,2021-02-23,40
829,5500,2021-03-23,40
830,5500,2021-04-23,40
831,5500,2021-05-23,40
832,5500,2021-06-23,40
833,5500,2021-07-23,40
834,5500,2021-08-23,40
835,5500,2021-09-23,40
836,5500,2021-10-23,40
837,5500,2021-11-23,40
838,5500,2021-12-23,40
839,8000,2020-03-06,40
840,8000,2020-03-07,40
841,8000,2020-03-08,40
842,8000,2020-03-09,40
843,8000,2020-03-10,40
844,8000,2020-03-11,40
845,8000,2020-03-12,40
846,8000,2021-03-01,40
847,8000,2021-03-02,40
848,8000,2021-03-03,40
849,8000,2021-03-04,40
850,8000,2021-03-05,40
851,8000,2021-03-06,40
852,8000,2021-03-07,40
853,8000,2021-03-08,40
854,8000,2021-03-09,40
855,8000,2021-03-10,40
856,8000,2021-03-11,40
857,8000,2021-03-12,40
858,5000,2021-08-28,40
859,5000,2021-09-28,40
860,5000,2021-10-28,40
861,5000,2021-11-28,40
862,5000,2021-12-28,40
863,4000,2021-04-26,40
864,4000,2021-05-26,40
865,4000,2021-06-26,40
866,4000,2021-07-26,40
867,4000,2021-08-26,40
868,4000,2021-09-26,40
869,4000,2021-10-26,40
870,7500,2020-11-17,40
871,7500,2020-12-17,40
872,7500,2021-01-17,40
873,7500,2021-02-17,40
874,7500,2021-03-17,40
875,7500,2021-04-17,40
876,7500,2021-05-17,40
877,7500,2021-06-17,40
878,7500,2021-07-17,40
879,7500,2021-08-17,40
880,7500,2021-09-17,40
881,7500,2021-10-17,40
882,7500,2021-11-17,40
883,7500,2021-12-17,40
884,9500,2021-09-12,54
885,5500,2020-10-10,54
886,5500,2020-10-11,54
887,5500,2021-03-11,54
888,8000,2021-07-08,54
889,8000,2021-07-09,54
890,8000,2021-07-10,54
891,8000,2021-07-11,54
892,8000,2021-07-12,54
893,4000,2021-03-12,54
894,4000,2020-08-20,54
895,4000,2020-09-20,54
896,4000,2020-10-20,54
897,4000,2020-11-20,54
898,4000,2020-12-20,54
899,4000,2021-01-20,54
900,4000,2021-02-20,54
901,4000,2021-03-20,54
902,4000,2021-04-20,54
903,4000,2021-05-20,54
904,4000,2021-06-20,54
905,4000,2021-07-20,54
906,4000,2021-08-20,54
907,4000,2021-09-20,54
908,4000,2021-10-20,54
909,4000,2021-11-20,54
910,4000,2021-12-20,54
911,5000,2020-08-07,54
912,5000,2020-08-08,54
913,5000,2020-08-09,54
914,5000,2020-08-10,54
915,5000,2020-08-11,54
916,5000,2020-08-12,54
917,5000,2021-08-01,54
918,5000,2021-08-02,54
919,5000,2021-08-03,54
920,5000,2021-08-04,54
921,5000,2021-08-05,54
922,5000,2021-08-06,54
923,5000,2021-08-07,54
924,5000,2021-08-08,54
925,5000,2021-08-09,54
926,5000,2021-08-10,54
927,5000,2021-08-11,54
928,5000,2021-08-12,54
929,6500,2021-06-11,112
930,6500,2021-06-12,112
931,3000,2020-07-11,112
932,3000,2020-07-12,112
933,3000,2021-07-01,112
934,3000,2021-07-02,112
935,3000,2021-07-03,112
936,3000,2021-07-04,112
937,3000,2021-07-05,112
938,3000,2021-07-06,112
939,3000,2021-07-07,112
940,3000,2021-07-08,112
941,3000,2021-07-09,112
942,3000,2021-07-10,112
943,3000,2021-07-11,112
944,3000,2021-07-12,112
945,9500,2021-09-16,112
946,5000,2020-09-19,112
947,5000,2020-10-19,112
948,5000,2020-11-19,112
949,5000,2021-10-23,112
950,5000,2021-11-23,112
951,5000,2021-12-23,112
952,5500,2021-05-20,93
953,5500,2021-06-20,93
954,5500,2021-07-20,93
955,5500,2021-08-20,93
956,5500,2021-09-20,93
957,5500,2021-10-20,93
958,5500,2021-11-20,93
959,5500,2021-12-20,93
960,4000,2020-05-23,93
961,4000,2020-06-23,93
962,4000,2020-07-23,93
963,4000,2020-08-23,93
964,4000,2020-09-23,93
965,7000,2021-08-26,93
966,7000,2021-09-26,93
967,7000,2021-08-13,143
968,7000,2021-09-13,143
969,7000,2021-10-13,143
970,7000,2021-11-13,143
971,7000,2021-12-13,143
972,5000,2020-10-30,143
973,5000,2020-11-30,143
974,5000,2020-12-30,143
975,5000,2021-01-30,143
976,5000,2021-02-28,143
977,5000,2021-03-28,143
978,5000,2021-04-28,143
979,5000,2021-05-28,143
980,5000,2021-06-28,143
981,5000,2021-07-28,143
982,5000,2021-08-28,143
983,5000,2021-09-28,143
984,5000,2021-10-28,143
985,5000,2021-11-28,143
986,5000,2021-12-28,143
987,4000,2021-03-14,143
988,4000,2021-04-14,143
989,4000,2021-05-14,143
990,4000,2021-06-14,143
991,4000,2021-07-14,143
992,4000,2021-08-14,143
993,4000,2021-09-14,143
994,4000,2021-10-14,143
995,4000,2021-11-14,143
996,4000,2021-12-14,143
997,8500,2021-04-30,143
